league_id,season,stage,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA,possesion_home,possesion_away,shoton_home,shoton_away,shotoff_home,shotoff_away,foul_home,foul_away,cross_home,cross_away,corner_home,corner_away,cards_home_yellow,cards_home_red,cards_away_yellow,cards_away_red
1729,2008/2009,11,10261,10252,2,0,3.0,3.3,2.38,2.5,3.15,2.6,2.7,3.2,2.3,3.0,3.25,2.38,,,,3.1,3.3,2.3,2.88,3.2,2.5,3.1,3.3,2.4,3.0,3.2,2.38,2.8,3.2,2.4,55,45,5,1,5,6,14,20,11,19,2,6,4,0,3,0
1729,2008/2009,11,8559,8456,2,0,3.0,3.3,2.38,2.75,3.15,2.4,2.7,3.2,2.3,2.8,3.2,2.2,,,,3.25,3.25,2.25,3.0,3.25,2.38,3.15,3.4,2.3,3.0,3.2,2.38,3.0,3.25,2.25,55,45,8,7,6,5,15,21,26,7,6,1,1,0,1,0
1729,2008/2009,11,8659,8655,2,2,2.5,3.3,2.88,2.35,3.15,2.8,2.5,3.2,2.5,2.38,3.2,2.6,,,,2.4,3.3,2.9,2.5,3.25,2.8,2.55,3.35,2.8,2.5,3.3,2.75,2.5,3.2,2.7,59,41,7,4,7,4,10,16,28,9,2,3,3,0,2,0
1729,2008/2009,11,8462,8528,1,2,1.91,3.4,4.2,1.8,3.3,4.15,1.8,3.2,4.0,1.91,3.2,3.5,,,,2.0,3.3,3.8,1.91,3.25,4.33,1.95,3.45,4.1,1.95,3.3,4.0,1.91,3.4,3.75,45,55,8,9,10,5,11,12,22,22,7,6,0,0,3,0
1729,2008/2009,11,10194,9825,2,1,8.0,4.5,1.4,7.5,4.0,1.4,6.0,3.9,1.45,8.0,3.75,1.36,,,,8.0,4.5,1.4,7.5,4.33,1.44,8.0,4.8,1.4,8.0,4.0,1.45,8.5,4.0,1.4,45,55,3,4,2,8,13,7,14,26,3,6,4,0,2,1
1729,2008/2009,11,8455,8472,5,0,1.17,6.5,21.0,1.15,6.0,16.0,1.22,5.0,10.0,1.22,5.0,10.0,,,,1.2,6.0,15.0,1.2,6.5,13.0,1.2,6.7,15.0,1.2,6.0,15.0,1.17,6.5,13.0,55,45,8,0,7,1,6,11,15,11,4,0,0,0,1,0
1729,2008/2009,12,9825,10260,2,1,3.25,3.25,2.3,2.8,3.15,2.35,2.9,3.0,2.3,3.0,3.2,2.38,,,,3.1,3.1,2.4,3.0,3.25,2.38,3.25,3.2,2.35,3.0,3.2,2.35,3.3,3.2,2.25,52,48,6,9,6,10,17,8,16,20,5,6,3,0,2,0
1729,2008/2009,12,8650,8659,3,0,1.2,6.0,19.0,1.17,6.0,13.0,1.2,5.2,11.0,1.22,6.0,13.0,,,,1.22,5.5,15.0,1.25,5.5,13.0,1.22,5.5,17.0,1.22,5.5,16.0,1.25,5.0,15.0,51,49,8,2,2,2,10,8,13,14,3,7,2,0,1,0
1729,2008/2009,12,8472,8462,1,2,2.38,3.3,3.0,2.35,3.15,2.8,2.2,3.1,3.0,2.38,3.25,3.0,,,,2.3,3.3,3.1,2.25,3.25,3.2,2.3,3.25,3.3,2.35,3.25,3.0,2.3,3.2,3.1,55,45,4,3,4,4,8,9,21,17,8,3,2,0,1,0
1729,2008/2009,12,8654,8668,1,3,2.6,3.25,2.8,2.4,3.15,2.75,2.4,3.1,2.7,2.5,3.3,2.8,,,,2.5,3.3,2.8,2.5,3.25,2.8,2.5,3.3,2.9,2.5,3.25,2.75,2.5,3.2,2.75,55,45,11,3,5,8,10,10,22,26,9,4,1,0,1,0
1729,2008/2009,12,10252,8549,1,2,1.7,3.8,5.0,1.65,3.4,5.0,1.7,3.4,4.3,1.73,3.5,5.0,,,,1.67,3.8,5.0,1.67,3.6,5.5,1.7,3.75,5.0,1.7,3.6,5.0,1.67,3.5,5.5,56,44,10,5,5,7,12,8,24,13,8,4,2,0,2,0
1729,2008/2009,12,8456,8586,1,2,2.25,3.3,3.3,2.05,3.2,3.3,2.3,3.1,2.8,2.2,3.3,3.3,,,,2.15,3.3,3.4,2.2,3.2,3.4,2.25,3.25,3.4,2.2,3.2,3.3,2.2,3.2,3.25,45,55,6,5,2,7,12,12,20,25,4,4,1,1,2,1
1729,2008/2009,12,8655,8455,0,2,8.0,4.33,1.44,7.0,3.75,1.45,6.0,3.6,1.5,8.0,3.6,1.5,,,,7.5,4.2,1.44,7.0,4.0,1.5,6.5,4.4,1.5,7.25,4.0,1.48,7.5,4.0,1.44,40,60,3,9,4,7,14,10,12,25,5,9,2,0,1,0
1729,2008/2009,12,9879,10261,2,1,2.38,3.25,3.1,2.25,3.15,2.95,2.2,3.1,3.0,2.38,3.25,3.0,,,,2.38,3.25,3.0,2.25,3.25,3.2,2.3,3.25,3.2,2.3,3.3,3.0,2.3,3.25,3.0,53,47,5,6,5,7,13,12,25,18,6,1,2,0,2,0
1729,2008/2009,12,8667,8559,0,1,2.25,3.25,3.4,1.9,3.25,3.75,2.1,3.1,3.2,2.2,3.3,3.3,,,,2.2,3.2,3.4,2.1,3.3,3.5,2.2,3.25,3.5,2.2,3.2,3.3,2.15,3.2,3.5,55,45,8,7,7,3,15,13,25,16,6,7,1,0,2,0
1729,2008/2009,12,8528,10194,0,0,1.8,3.4,5.0,1.75,3.25,4.5,1.75,3.3,4.2,1.8,3.5,4.5,,,,1.73,3.5,5.0,1.73,3.5,5.0,1.75,3.4,5.0,1.8,3.3,4.75,1.83,3.3,4.5,57,43,9,1,8,1,10,13,35,12,5,3,1,0,3,0
1729,2008/2009,13,10260,10194,5,0,1.14,7.5,23.0,1.12,6.75,16.0,1.17,5.7,12.0,1.14,6.0,13.0,,,,1.14,7.5,19.0,1.14,7.5,19.0,1.14,6.5,13.0,1.15,7.5,16.0,1.14,6.5,17.0,58,42,11,0,6,2,6,16,17,12,3,0,1,0,2,0
1729,2008/2009,13,9825,10252,0,2,1.5,4.0,7.0,1.45,3.75,7.0,1.5,3.8,5.5,1.44,3.75,6.0,,,,1.53,3.75,7.0,1.5,4.0,7.0,1.45,3.75,6.5,1.53,3.75,7.0,1.5,3.6,7.0,53,47,8,4,5,3,10,20,33,15,8,4,2,0,4,0
1729,2008/2009,13,8654,8462,0,0,2.5,3.25,2.88,2.3,3.2,2.85,2.5,3.0,2.7,2.4,3.25,2.5,,,,2.5,3.2,2.88,2.5,3.2,2.88,2.4,3.2,2.65,2.5,3.3,2.75,2.4,3.25,2.8,50,50,10,6,6,7,7,13,18,12,8,8,0,0,1,0
1729,2008/2009,13,8668,8549,1,1,1.83,3.5,4.5,1.75,3.3,4.45,1.85,3.2,3.8,1.8,3.3,3.75,,,,1.83,3.4,4.5,1.83,3.4,4.5,1.9,3.4,4.35,1.9,3.5,4.0,1.91,3.4,3.75,55,45,7,2,8,7,10,15,33,16,10,1,0,0,2,0
1729,2008/2009,13,10261,8528,2,2,2.1,3.3,3.6,1.9,3.25,3.75,2.0,3.2,3.3,2.0,3.2,3.2,,,,2.05,3.25,3.75,2.0,3.4,3.75,1.9,3.25,3.6,2.0,3.35,3.75,2.0,3.25,3.6,54,46,6,4,10,9,9,13,23,22,4,10,1,0,3,0
1729,2008/2009,13,8655,8472,1,2,2.0,3.4,3.8,2.0,3.15,3.5,2.0,3.2,3.3,2.0,3.2,3.2,,,,2.05,3.3,3.6,2.1,3.25,3.6,2.1,3.2,3.2,2.1,3.2,3.6,2.0,3.25,3.6,50,50,8,5,9,3,10,10,24,21,11,8,3,0,4,0
1729,2008/2009,13,9879,8586,2,1,3.3,3.3,2.25,3.25,3.15,2.1,2.8,3.1,2.3,2.8,3.2,2.2,,,,3.1,3.3,2.3,3.2,3.25,2.25,2.9,3.25,2.25,3.1,3.3,2.25,3.25,3.2,2.2,52,48,13,5,3,4,8,9,21,18,10,3,1,0,0,0
1729,2008/2009,13,8559,8650,0,2,6.0,3.75,1.62,5.5,3.45,1.6,4.5,3.5,1.65,5.0,3.25,1.62,,,,6.0,3.8,1.57,6.0,3.6,1.62,5.5,3.5,1.55,5.75,3.6,1.62,6.0,3.6,1.57,48,52,10,7,6,8,7,9,21,16,7,3,1,0,1,0
1729,2008/2009,13,8659,8455,0,3,12.0,5.0,1.3,10.0,5.0,1.25,8.5,4.4,1.3,8.0,4.5,1.29,,,,11.0,5.0,1.3,11.0,5.0,1.3,9.0,4.5,1.3,10.0,5.0,1.3,10.0,4.75,1.29,49,51,3,7,10,7,8,8,15,24,3,10,0,0,3,0
1729,2008/2009,13,8667,8456,2,2,2.88,3.25,2.5,2.65,3.25,2.4,2.6,3.2,2.4,2.4,3.25,2.5,,,,2.9,3.3,2.4,2.75,3.2,2.6,2.9,3.3,2.5,2.8,3.2,2.5,2.62,3.25,2.5,52,48,3,3,4,5,15,16,25,26,3,6,2,0,3,0
1729,2008/2009,14,8650,9879,0,0,1.25,5.5,15.0,1.22,5.25,11.0,1.27,4.6,9.0,1.25,5.5,12.0,,,,1.22,5.25,11.0,1.25,5.5,13.0,1.25,5.4,15.0,1.27,5.0,11.0,1.29,5.5,12.0,53,47,8,5,12,0,7,7,27,10,9,3,0,0,0,0
1729,2008/2009,14,8472,8654,0,1,2.1,3.4,3.5,2.15,3.15,3.15,2.15,3.1,3.1,2.0,3.4,3.75,,,,2.1,3.2,3.2,2.2,3.4,3.2,2.1,3.4,3.4,2.1,3.25,3.4,2.05,3.5,3.5,56,44,4,6,11,5,12,16,54,9,4,2,2,0,1,0
1729,2008/2009,14,8586,8655,1,0,1.73,3.75,4.75,1.7,3.35,4.65,1.75,3.3,4.2,1.73,3.5,5.0,,,,1.7,3.4,4.5,1.73,3.5,5.0,1.75,3.6,4.8,1.75,3.5,4.5,1.73,3.6,5.0,53,47,10,10,8,3,14,17,23,12,6,6,2,0,3,0
1729,2008/2009,14,10252,10260,0,0,5.0,3.6,1.73,4.45,3.3,1.75,4.2,3.3,1.75,4.5,3.5,1.8,,,,4.2,3.4,1.75,4.5,3.5,1.8,5.0,3.7,1.75,4.5,3.4,1.77,4.33,3.6,1.83,40,60,7,5,3,6,13,16,13,18,3,6,1,0,0,0
1729,2008/2009,14,8549,8559,1,3,1.91,3.4,4.33,1.8,3.25,4.2,1.85,3.2,3.8,1.83,3.4,4.5,,,,1.9,3.25,3.75,1.9,3.3,4.33,1.9,3.4,4.35,1.9,3.3,4.0,1.83,3.5,4.5,51,49,10,2,12,6,11,17,18,12,8,0,2,0,5,0
1729,2008/2009,14,8456,9825,3,0,3.25,3.4,2.2,3.25,3.15,2.1,3.1,3.2,2.1,3.2,3.4,2.2,,,,3.4,3.25,2.0,3.2,3.4,2.2,3.25,3.4,2.2,3.2,3.2,2.2,3.5,3.25,2.15,54,46,4,5,6,6,17,16,13,8,3,3,0,0,1,0
1729,2008/2009,14,8462,8667,2,2,1.8,3.6,4.5,1.8,3.25,4.25,1.75,3.3,4.2,1.83,3.5,4.33,,,,1.8,3.25,4.2,1.8,3.5,4.5,1.85,3.4,4.35,1.85,3.4,4.2,1.8,3.5,4.75,54,46,4,7,7,8,12,14,18,18,7,7,2,0,1,0
1729,2008/2009,14,10194,8659,1,0,2.2,3.3,3.4,2.1,3.15,3.25,2.0,3.2,3.3,2.25,3.3,3.2,,,,2.1,3.2,3.2,2.2,3.2,3.4,2.2,3.25,3.4,2.25,3.2,3.1,2.15,3.25,3.5,55,45,9,3,2,6,11,9,30,17,4,0,1,0,0,0
1729,2008/2009,14,8528,8668,1,0,2.5,3.3,2.88,2.5,3.15,2.6,2.55,3.1,2.55,2.5,3.3,2.8,,,,2.5,3.2,2.6,2.6,3.2,2.75,2.5,3.3,2.8,2.5,3.25,2.65,2.5,3.2,2.7,48,52,7,5,6,5,9,8,21,27,3,3,0,0,0,0
1729,2008/2009,14,8455,10261,0,0,1.2,6.0,19.0,1.2,5.5,12.0,1.2,5.2,11.0,1.2,6.0,15.0,,,,1.2,5.5,12.0,1.2,6.0,17.0,1.2,6.5,15.0,1.22,5.5,13.0,1.2,6.0,17.0,61,39,17,0,16,2,12,14,28,6,8,1,0,0,2,0
1729,2008/2009,15,8650,8654,0,0,1.3,5.0,12.0,1.25,5.0,10.0,1.33,4.2,8.0,1.25,4.5,10.0,,,,1.29,4.33,8.5,1.29,5.0,12.0,1.3,5.0,11.0,1.3,5.0,10.0,1.33,4.75,12.0,56,44,11,3,15,4,5,9,38,5,17,5,1,0,1,0
1729,2008/2009,15,8472,8559,1,4,2.25,3.3,3.3,2.15,3.15,3.15,2.2,3.1,3.0,2.2,3.2,2.8,,,,2.25,3.2,2.75,2.25,3.25,3.25,2.25,3.3,3.2,2.3,3.2,3.0,2.3,3.2,3.25,51,49,6,4,7,6,8,9,18,13,5,6,4,0,0,0
1729,2008/2009,15,8586,8668,0,1,1.91,3.5,4.0,1.9,3.2,3.8,1.9,3.2,3.6,2.0,3.2,3.2,,,,1.95,3.25,3.3,1.91,3.25,4.33,2.0,3.3,3.8,2.0,3.3,3.6,1.95,3.4,4.0,51,49,6,5,10,2,10,16,22,13,5,1,1,0,3,0
1729,2008/2009,15,10252,9879,0,0,1.57,3.8,6.5,1.6,3.45,5.4,1.65,3.5,4.5,1.62,3.25,5.0,,,,1.57,3.5,5.0,1.67,3.6,5.5,1.6,3.6,6.0,1.65,3.4,5.5,1.62,3.6,6.5,56,44,6,2,12,3,8,16,38,14,11,4,0,0,2,0
1729,2008/2009,15,8549,10261,0,0,2.2,3.3,3.4,2.05,3.2,3.3,2.1,3.1,3.2,2.2,3.2,2.8,,,,2.1,3.1,3.1,2.1,3.25,3.6,2.2,3.25,3.4,2.1,3.3,3.4,2.25,3.25,3.3,53,47,7,6,9,5,10,8,23,5,7,2,1,0,1,0
1729,2008/2009,15,8456,10260,0,1,4.33,3.6,1.83,4.2,3.25,1.8,3.8,3.2,1.85,3.75,3.2,1.83,,,,4.33,3.2,1.73,4.0,3.5,1.91,4.2,3.4,1.9,4.0,3.35,1.9,4.33,3.5,1.85,49,51,1,8,8,5,17,16,13,19,3,8,2,0,5,0
1729,2008/2009,15,8462,8655,3,2,2.1,3.3,3.6,1.85,3.3,3.9,1.9,3.2,3.6,1.83,3.2,3.75,,,,2.0,3.2,3.2,1.91,3.25,4.33,2.1,3.25,3.6,2.0,3.2,3.75,2.1,3.25,3.75,53,47,2,2,3,6,7,11,31,32,8,10,0,0,1,0
1729,2008/2009,15,10194,8667,1,1,2.4,3.4,2.88,2.5,3.15,2.6,2.3,3.2,2.7,2.25,3.2,2.75,,,,2.25,3.2,2.75,2.38,3.25,3.0,2.4,3.3,2.9,2.5,3.2,2.75,2.4,3.25,3.0,53,47,8,5,7,2,15,20,26,10,5,3,2,0,3,0
1729,2008/2009,15,8528,8659,2,1,1.73,3.6,5.0,1.75,3.3,4.4,1.8,3.2,4.0,1.8,3.3,3.75,,,,1.83,3.2,3.75,1.8,3.5,4.5,1.72,3.6,5.0,1.8,3.4,4.33,1.8,3.5,4.75,51,49,7,9,9,9,11,9,22,28,6,7,0,0,2,0
1729,2008/2009,15,8455,9825,1,2,1.8,3.4,5.0,1.65,3.45,4.9,1.7,3.3,4.5,1.73,3.1,4.5,,,,1.67,3.3,4.5,1.73,3.5,5.0,1.73,3.5,5.0,1.75,3.4,5.0,1.73,3.4,5.5,58,42,6,5,9,3,19,16,14,10,3,2,2,0,0,0
1729,2008/2009,16,10260,8472,1,0,1.14,7.5,23.0,1.15,6.0,15.0,1.2,5.2,11.0,1.17,7.0,15.0,,,,1.17,6.5,19.0,1.15,7.0,19.0,1.14,7.5,17.0,1.16,6.5,15.0,1.17,7.0,23.0,80,20,10,1,14,0,11,7,50,4,10,1,1,0,0,0
1729,2008/2009,16,9825,8528,1,0,1.33,4.75,11.0,1.25,5.0,10.0,1.3,4.4,8.5,1.33,4.5,11.0,,,,1.3,5.0,11.0,1.33,4.75,10.0,1.3,5.0,11.0,1.35,4.5,9.0,1.33,5.0,11.0,60,40,3,7,9,7,14,15,12,15,8,3,1,0,2,0
1729,2008/2009,16,8654,8586,0,2,2.75,3.25,2.62,2.5,3.15,2.6,2.55,3.1,2.55,2.6,3.4,2.6,,,,2.7,3.2,2.6,2.6,3.2,2.75,2.7,3.25,2.5,2.6,3.25,2.6,2.7,3.3,2.7,53,47,5,9,9,4,15,15,19,25,7,5,2,0,0,0
1729,2008/2009,16,8668,10252,2,3,2.62,3.25,2.75,2.6,3.15,2.5,2.4,3.1,2.7,2.6,3.2,2.75,,,,2.62,3.3,2.62,2.63,3.2,2.75,2.65,3.25,2.65,2.6,3.25,2.6,2.6,3.3,2.8,61,39,7,3,3,0,16,15,35,14,8,6,2,0,1,0
1729,2008/2009,16,10261,10194,2,2,1.8,3.5,4.75,1.75,3.3,4.4,1.75,3.3,4.2,1.8,3.5,4.5,,,,1.8,3.5,4.5,1.8,3.5,4.5,1.75,3.5,5.0,1.8,3.5,4.25,1.83,3.5,4.75,49,51,4,4,4,7,10,16,18,25,6,3,0,0,1,0
1729,2008/2009,16,8655,8650,1,3,5.5,3.5,1.73,5.0,3.4,1.65,4.3,3.4,1.7,5.5,3.5,1.67,,,,5.5,3.5,1.67,5.5,3.6,1.67,5.5,3.5,1.65,5.25,3.4,1.7,5.5,3.5,1.73,41,59,2,5,4,3,12,10,13,17,5,6,2,0,2,0
1729,2008/2009,16,9879,8456,1,1,2.6,3.2,2.8,2.6,3.15,2.5,2.5,3.1,2.6,2.6,3.4,2.6,,,,2.6,3.2,2.7,2.5,3.2,2.88,2.65,3.2,2.7,2.6,3.25,2.6,2.6,3.25,2.88,56,44,7,7,4,8,6,5,20,16,10,7,2,0,1,0
1729,2008/2009,16,8559,8455,0,2,7.0,3.8,1.53,6.75,3.8,1.45,5.5,3.5,1.55,6.0,3.6,1.62,,,,7.0,4.0,1.5,7.0,3.75,1.53,6.0,3.75,1.55,6.5,3.6,1.55,7.0,3.75,1.57,46,54,8,4,11,4,14,16,17,5,10,2,2,0,1,0
1729,2008/2009,16,8659,8462,1,1,2.62,3.25,2.75,2.5,3.15,2.6,2.5,3.2,2.5,2.6,3.4,2.6,,,,2.6,3.2,2.7,2.63,3.2,2.75,2.65,3.25,2.7,2.6,3.25,2.6,2.8,3.25,2.62,46,54,7,2,7,3,11,12,11,8,3,5,1,0,2,0
1729,2008/2009,16,8667,8549,2,1,2.38,3.25,3.1,2.2,3.15,3.05,2.3,3.2,2.7,2.38,3.25,3.0,,,,2.4,3.3,2.9,2.38,3.25,3.0,2.35,3.2,3.1,2.4,3.25,2.9,2.3,3.3,3.25,52,48,6,6,11,2,13,8,25,20,7,6,1,0,1,1
1729,2008/2009,17,8650,8667,2,2,1.33,5.0,10.0,1.3,4.5,9.0,1.3,4.4,8.5,1.33,4.0,8.0,,,,1.33,4.6,10.0,1.33,4.8,10.0,1.33,4.8,10.0,1.36,4.33,10.0,1.36,4.75,10.0,70,30,12,3,12,6,12,8,49,12,7,4,3,0,3,0
1729,2008/2009,17,8472,8659,4,0,2.0,3.4,3.8,2.0,3.15,3.5,2.0,3.2,3.3,2.0,3.2,3.2,,,,2.15,3.3,3.4,2.1,3.25,3.6,2.0,3.3,3.8,2.05,3.2,3.75,2.05,3.4,3.8,48,52,7,13,7,4,9,17,13,22,1,11,1,0,2,0
1729,2008/2009,17,8586,10260,0,0,4.5,3.5,1.83,4.2,3.25,1.8,3.8,3.2,1.85,4.5,3.5,1.8,,,,4.5,3.5,1.8,4.5,3.5,1.8,4.35,3.6,1.8,4.5,3.3,1.85,4.75,3.6,1.83,38,62,5,10,5,5,11,11,14,28,4,14,1,0,1,0
